state,id,para,total,April,May,June,July,August,September,October,November,December,January,February,March,Total,,
,,4. Stock Distributed,150765,74697,50417,32874,4466,392,1681,443,4683,4551,3767,3518,332254,,,
,,5. Total Stock,167656,56399,21051,12447,4826,4824,2363,2740,8502,4671,2194,1726,289399,,,
16.3.09,Stock Position of Paediatrics Antibiotics (Cotrimaxozole and Injectable Gentamicin),1. Balance From Previous Month,6221,5441,3080,4350,4150,50182,1780,1590,25710,8880,18200,4900,134484,,,
,,2. Stocks Received,200,300,1800,2000,70,197500,,21610,4700,10030,1840,500,240550,,,
,,3. Unusable Stock,,281,,,,0,,0,0,0,9990,0,10271,,,
,,4. Stock Distributed,981,912,550,2220,880,115492,280,490,11320,10800,5150,3041,152116,,,
,,5. Total Stock,5440,4548,4330,4130,3340,132190,1500,22710,19090,8110,4900,2359,212647,,,
16.3.10,Stock Position of Vitamin A solution,1. Balance From Previous Month,495077,498330,495940,494462,483890,492579,491271,386503,396988,488035,8628,11064,4742767,,,
,,2. Stocks Received,3000,8971,1446,,52143,18425,2940,13796,4500,4704,11686,7447,129058,,,
,,3. Unusable Stock,3,20,40,50,6600,0,50,0,1150,1150,1545,0,10608,,,
,,4. Stock Distributed,11731,11876,12400,12366,79723,122364,108370,11293,20094,108552,8655,6294,513718,,,
,,5. Total Stock,486343,495405,484946,482046,449710,388640,385791,389006,380244,383037,10114,12217,4347499,,,
16.3.11,Stock of ORS (New WHO formulation),1. Balance From Previous Month,622024,588171,467907,419654,373464,265773,178875,165758,98381,210981,283627,601343,4275958,,,
,,2. Stocks Received,169350,16770,70375,72096,33120,34200,105990,82550,38150,289579,246165,236890,1395235,,,
,,3. Unusable Stock,31255,1800,1565,19400,4000,1112,900,0,500,0,12000,20,72552,,,
,,4. Stock Distributed,156833,150074,179488,98286,142211,99961,135707,57406,35520,238083,228009,294713,1816291,,,
,,5. Total Stock,603286,453067,357229,374064,260373,198900,148258,190902,100511,262477,289783,543500,3782350,,,
16.4.1,Stock Position of 0.1 ml Syringes(AD),1. Balance From Previous Month,205963,168280,123367,149950,195380,219068,247498,351448,333260,337682,185662,120492,2638050,,,
,,2. Stocks Received,21000,132230,60000,21600,567100,180490,9000,0,105000,41000,0,45000,1182420,,,
,,3. Unusable Stock,800,574,1400,7800,50,10150,2000,116400,43250,2400,200,0,185024,,,
,,4. Stock Distributed,49280,150166,61170,70770,122082,179266,93830,124400,92828,109140,89070,30945,1172947,,,
,,5. Total Stock,176883,149770,120797,92980,640348,210142,160668,110648,302182,267142,96392,134547,2462499,,,
16.4.2,Stock Position of 0.5 ml Syringes(AD),1. Balance From Previous Month,4448060,4911099,3509859,2757762,2208942,2457772,2816112,2027752,1356540,1374802,799162,748612,29416474,,,
,,2. Stocks Received,1066000,223517,180000,100000,684000,3510000,354000,52000,227000,231000,36000,0,6663517,,,
,,3. Unusable Stock,2400,3563,9600,9600,21600,500700,87600,5000,48030,6400,0,0,694493,,,
,,4. Stock Distributed,1280415,1994716,1041766,1181100,1126710,3388160,935320,1190660,642200,266880,297950,65200,13411077,,,
,,5. Total Stock,4231245,3136337,2638493,1667062,1744632,2078912,2147192,884092,893310,1332522,537212,683412,21974421,,,
16.4.3,Stock Position of 5.0 ml Syringes(Disposable),1. Balance From Previous Month,154352,230473,343856,357400,302670,291935,362260,284755,221750,192720,108900,124300,2975371,,,
,,2. Stocks Received,49800,293092,121400,24000,53200,445192,146000,62100,20000,0,0,0,1214784,,,
,,3. Unusable Stock,700,626,3900,5500,3400,25300,10200,27700,9980,8600,500,0,96406,,,
,,4. Stock Distributed,27754,126492,153241,153160,91260,398538,231875,105170,70800,74720,24100,4600,1461710,,,
,,5. Total Stock,175698,396447,308115,222740,261210,313289,266185,213985,160970,109400,84300,119700,2632039,,,
17.1,Number of cases of Infant deaths within 24 hrs of birth,TOTAL,136,176,189,240,196,211,247,125,99,90,12,9,1730,,,
17.2.1,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Sepsis,1. Up to 1 Weeks of Birth,13,16,8,22,31,24,34,26,33,13,2,2,224,,,
,,2. Between 1 week & 4 weeks of birth,12,12,12,16,17,18,25,15,14,16,1,2,160,,,
,,3. Total,25,28,20,38,48,42,59,41,47,29,3,4,384,,,
17.2.2,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being Asphyxia,1. Up to 1 Weeks of Birth,75,88,105,123,82,97,80,86,69,37,35,21,898,,,
,,2. Between 1 week & 4 weeks of birth,8,15,18,34,32,43,32,17,4,13,3,2,221,,,
,,3. Total,83,103,123,157,114,140,112,103,73,50,38,23,1119,,,
17.2.3,Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being LBW,1. Up to 1 Weeks of Birth,230,274,408,417,347,433,327,318,285,243,162,101,3545,,,
,,2. Between 1 week & 4 weeks of birth,68,78,76,79,101,116,107,79,37,33,12,4,790,,,
,,3. Total,298,352,484,496,448,549,434,397,322,276,174,105,4335,,,
17.2.4,"Number of cases of Infant deaths 24 hours to 4 weeks of birth with the probable cause being other than Sepsis, Asphyxia and LBW",1. Up to 1 Weeks of Birth,266,311,245,330,362,406,445,372,359,224,195,63,3578,,,
,,2. Between 1 week & 4 weeks of birth,102,126,137,110,138,138,109,99,102,66,8,10,1145,,,
,,3. Total,368,437,382,440,500,544,554,471,461,290,203,73,4723,,,
17.3.1,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Pneumonia,1. Between 1 month and 11 months,13,20,14,11,22,13,12,19,19,10,6,9,168,,,
,,2. Between 1 year & 5 years,9,10,4,2,6,6,3,7,1,1,3,5,57,,,
,,3. Total,22,30,18,13,28,19,15,26,20,11,9,14,225,,,
17.3.2,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Diarrhoea,1. Between 1 month and 11 months,3,6,6,21,,2,4,31,45,44,42,4,208,,,
,,2. Between 1 year & 5 years,9,45,33,21,31,47,1,,1,,1,,189,,,
,,3. Total,12,51,39,42,31,49,5,31,46,44,43,4,397,,,
17.3.3,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Fever related,1. Between 1 month and 11 months,10,4,7,20,2,9,5,6,4,4,,3,74,,,
,,2. Between 1 year & 5 years,12,25,14,3,6,2,30,6,,2,2,,102,,,
,,3. Total,22,29,21,23,8,11,35,12,4,6,2,3,176,,,
17.3.4,Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being Measles,1. Between 1 month and 11 months,,1,,,,,1,4,1,2,,,9,,,
,,2. Between 1 year & 5 years,2,4,3,1,41,,1,,,1,,,53,,,
,,3. Total,2,5,3,1,41,,2,4,1,3,,,62,,,
17.3.5,"Number of cases of Infant or Child deaths between 1 month to 5 years of age with the probable cause being other than Pneumonia, Diarrhoea, Fever related and Measles",1. Between 1 month and 11 months,175,234,269,224,181,333,253,308,318,251,91,68,2705,,,
,,2. Between 1 year & 5 years,122,125,108,143,97,142,176,81,41,32,32,29,1128,,,
,,3. Total,297,359,377,367,278,475,429,389,359,283,123,97,3833,,,
17.4.1,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Diarrhoeal diseases,1. 6-14 yrs,2,2,3,4,2,6,6,3,7,6,,1,42,,,
,,2. 15-55 yrs.,5,11,4,7,13,5,12,2,3,16,4,,82,,,
,,3. Above 55 yrs.,5,6,6,16,4,6,10,21,2,15,2,4,97,,,
,,4. Total,12,19,13,27,19,17,28,26,12,37,6,5,221,,,
17.4.2,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Tuberculosis,1. 6-14 yrs,1,4,2,3,1,3,4,3,2,,1,,24,,,
,,2. 15-55 yrs.,46,42,34,34,38,40,50,30,29,28,19,19,409,,,
,,3. Above 55 yrs.,18,24,17,27,25,32,21,30,15,11,10,8,238,,,
,,4. Total,65,70,53,64,64,75,75,63,46,39,30,27,671,,,
17.4.3,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Respiratory diseases including infections,1. 6-14 yrs,3,3,3,4,9,4,,2,1,1,1,1,32,,,
,,2. 15-55 yrs.,42,54,36,47,54,66,59,43,41,36,25,18,521,,,
,,3. Above 55 yrs.,116,117,103,97,74,94,110,129,94,85,75,63,1157,,,
,,4. Total,161,174,142,148,137,164,169,174,136,122,101,82,1710,,,
17.4.4,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Malaria,1. 6-14 yrs,,,1,,,,1,1,1,,,,4,,,
,,2. 15-55 yrs.,5,3,11,2,6,10,2,2,1,,,,42,,,
,,3. Above 55 yrs.,6,6,9,9,7,9,3,4,2,,,,55,,,
,,4. Total,11,9,21,11,13,19,6,7,4,,,,101,,,
17.4.5,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being other Fever related,1. 6-14 yrs,6,12,3,12,9,8,10,15,6,,,1,82,,,
,,2. 15-55 yrs.,90,97,63,71,54,95,102,78,59,20,18,7,754,,,
,,3. Above 55 yrs.,131,110,155,107,95,158,195,193,105,68,29,16,1362,,,
,,4. Total,227,219,221,190,158,261,307,286,170,88,47,24,2198,,,
17.4.6,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being HIV/AIDS,1. 6-14 yrs,,,,1,1,,1,1,,1,,,5,,,
,,2. 15-55 yrs.,2,13,7,6,14,5,8,3,3,1,6,2,70,,,
,,3. Above 55 yrs.,7,11,14,5,11,7,4,7,3,,1,,70,,,
,,4. Total,9,24,21,12,26,12,13,11,6,2,7,2,145,,,
17.4.7,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Heart disease or related to Hypertension,1. 6-14 yrs,11,7,3,6,4,9,7,9,10,2,2,1,71,,,
,,2. 15-55 yrs.,104,153,145,149,141,136,154,109,122,132,120,112,1577,,,
,,3. Above 55 yrs.,269,313,324,279,266,272,303,375,287,269,221,160,3338,,,
,,4. Total,384,473,472,434,411,417,464,493,419,403,343,273,4986,,,
17.4.8,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Neurological disease including strokes,1. 6-14 yrs,1,2,4,11,8,6,9,2,9,2,,,54,,,
,,2. 15-55 yrs.,31,17,30,24,36,27,29,21,24,26,7,12,284,,,
,,3. Above 55 yrs.,53,56,45,40,55,60,44,69,52,32,10,10,526,,,
,,4. Total,85,75,79,75,99,93,82,92,85,60,17,22,864,,,
17.4.9(a),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Abortion,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-49 yrs,,2,,,,,,4,1,,1,,8,,,
,,3. Above 49 yrs.,,,,,,,,,,,,,,,,
,,4. Total,,2,,,,,,4,1,,1,,8,,,
17.4.9(b),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Obstructed or prolonged labour,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-49 yrs,4,6,3,5,3,2,5,2,2,1,,,33,,,
,,3. Above 49 yrs.,,,,,,,,,,,,,,,,
,,4. Total,4,6,3,5,3,2,5,2,2,1,,,33,,,
17.4.9(c),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Severe hypertesnion or fits,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-49 yrs,2,5,4,1,7,6,5,7,3,3,,2,45,,,
,,3. Above 49 yrs.,,,,,,,,,,,,,,,,
,,4. Total,2,5,4,1,7,6,5,7,3,3,,2,45,,,
17.4.9(d),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Bleeding,1. 6-14 yrs,,,,,,,,,,,,,,,,
,,2. 15-49 yrs,10,15,8,9,8,18,4,15,6,2,,,95,,,
,,3. Above 49 yrs.,,,,,1,1,,,,,,,2,,,
,,4. Total,10,15,8,9,9,19,4,15,6,2,,,97,,,
17.4.9(e),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being High Fever,1. 6-14 yrs,,,,,1,,,,,,,,1,,,
,,2. 15-49 yrs,,2,3,2,1,,2,,2,,1,1,14,,,
,,3. Above 49 yrs.,,,,6,,2,,,,,,,8,,,
,,4. Total,,2,3,8,2,2,2,,2,,1,1,23,,,
17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion, obstructed or prolonged labour, severe hypertension or fits,,1. 6-14 yrs,,,,,6,7,,,,,,,13
,,2. 15-49 yrs,26,42,40,40,28,33,36,39,17,17,6,8,332,,,
,,3. Above 49 yrs.,1,14,2,19,31,21,,,,,,,88,,,
,,4. Total,27,56,42,59,65,61,36,39,17,17,6,8,433,,,
17.4.10,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Trauma or Accidents or Burn cases,1. 6-14 yrs,7,9,10,6,6,12,3,6,4,5,9,2,79,,,
,,2. 15-55 yrs.,32,68,78,58,45,47,53,47,85,77,71,55,716,,,
,,3. Above 55 yrs.,24,31,55,23,22,20,25,13,23,14,15,8,273,,,
,,4. Total,63,108,143,87,73,79,81,66,112,96,95,65,1068,,,
17.4.11,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being suicide,1. 6-14 yrs,2,3,,2,,1,,2,,2,1,2,15,,,
,,2. 15-55 yrs.,56,83,88,76,57,81,73,56,66,55,51,57,799,,,
,,3. Above 55 yrs.,24,31,21,40,24,20,20,14,12,8,8,7,229,,,
,,4. Total,82,117,109,118,81,102,93,72,78,65,60,66,1043,,,
17.4.12,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Animal bites and stings,1. 6-14 yrs,,6,5,6,4,11,3,1,2,2,,1,41,,,
,,2. 15-55 yrs.,6,5,11,14,7,9,12,11,10,3,3,1,92,,,
,,3. Above 55 yrs.,6,6,6,11,4,6,4,12,7,3,,1,66,,,
,,4. Total,12,17,22,31,15,26,19,24,19,8,3,3,199,,,
17.4.13(a),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Acute disease,1. 6-14 yrs,1,4,5,2,4,5,4,1,2,5,1,2,36,,,
,,2. 15-55 yrs.,30,44,38,49,44,41,28,47,42,28,18,25,434,,,
,,3. Above 55 yrs.,62,92,67,87,64,79,87,78,88,92,64,29,889,,,
,,4. Total,93,140,110,138,112,125,119,126,132,125,83,56,1359,,,
17.4.13(b),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Chronic disease,1. 6-14 yrs,2,1,2,,3,2,6,2,5,1,1,1,26,,,
,,2. 15-55 yrs.,49,50,30,32,26,32,37,29,34,19,21,14,373,,,
,,3. Above 55 yrs.,43,52,39,20,49,55,67,57,57,48,34,29,550,,,
,,4. Total,94,103,71,52,78,89,110,88,96,68,56,44,949,,,
17.4.13(c),Number of cases of Adolescent or Adult deaths (age 6 years & above) where the cause was not known,1. 6-14 yrs,23,19,27,43,17,34,35,21,24,37,6,13,299,,,
,,2. 15-55 yrs.,429,477,473,483,369,470,583,449,450,369,191,160,4903,,,
,,3. Above 55 yrs.,1223,1338,1474,1344,1174,1534,1480,1581,1480,1093,648,541,14910,,,
,,4. Total,1675,1834,1974,1870,1560,2038,2098,2051,1954,1499,845,714,20112,,,
Haryana,1.1,Total number of pregnant women Registered for ANC,TOTAL,51753,53274,50522,52019,47966,47729,38069,38476,40763,48981,54828,58824,583204,,
,1.1.1,Of which Number registered within first trimester (within 12 weeks),TOTAL,26660,27828,25103,27692,23405,23387,18663,20193,19645,25176,26450,29215,293417,,
,1.2,Number of Pregnant women registered under JSY,TOTAL,8674,6993,6942,6993,6311,7042,6716,6223,7614,10402,12432,13164,99506,,
,1.3,Number of pregnant women received 3 ANC check ups during pregnancy,TOTAL,38980,39088,38964,40670,39349,39654,37653,41601,40414,47066,43686,47786,494911,,
,1.4.1,Number of pregnant women given TT1 during current pregnancy,TOTAL,38799,41634,38488,40350,36011,36852,30904,32177,32145,37579,42477,47074,454490,,
,1.4.2,Number of pregnant women given TT2 or Booster during current pregnancy,TOTAL,42717,44788,43941,44157,41222,40316,38521,37073,34090,41970,43583,52105,504483,,
,1.5,Total number of pregnant women given 100 IFA tablets,TOTAL,31677,35428,35835,38223,36040,35349,31780,30138,23581,24009,27682,27609,377351,,
,1.6.1,Number of new cases of Hypertension (BP>140/90) detected in Pregnant women at the institution,TOTAL,812,752,843,801,674,602,1049,1295,1317,1539,1437,1207,12328,,
,1.6.2,Number of Eclampsia cases managed during delivery,TOTAL,59,58,43,45,28,26,129,73,63,113,46,190,873,,
,1.7.1,Number of Pregnant women with anaemia i.e. Hb level<11 (tested cases),TOTAL,29119,30201,28956,27942,27447,26679,29361,26302,33044,43992,54350,57033,414426,,
,1.7.2,Number of Pregnant women having severe anaemia (Hb<7) treated at institution,TOTAL,1883,2765,2020,2789,2242,2246,1879,1197,1295,1712,1575,1071,22674,,
,1.8,Number of pregnancy test kits used at SC level,TOTAL,,,,,,,,0,,,0,,0,,
,2.1.1.a,Number of deliveries conducted at Home and attended by trained SBA(i.e. Doctor or Nurse or ANM),TOTAL,2135,2117,1965,2692,3888,4147,2528,2257,1464,1910,959,994,27056,,
,2.1.1.b,Number of deliveries conducted at Home and attended by non trained SBA (i.e. trained TBA or Relatives etc.),TOTAL,3419,2896,3470,3845,3889,3986,5064,5206,4288,5351,4513,3482,49409,,
,2.1.1.c,Total number of deliveries conducted at Home and attended by trained or non-trained SBA (i.e. sum of 2.1.1.a and 2.1.1.b),TOTAL,5554,5013,5435,6537,7777,8133,7592,7463,5752,7261,5472,4476,76465,,
,2.1.2,Number of newborns visited within 24 hours of delivery for deliveries conducted at home,TOTAL,3917,3912,4372,4679,6507,6394,4402,5224,3904,4547,3269,3015,54142,,
,2.1.3,Number of mothers paid JSY incentive for deliveries conducted at home,TOTAL,152,255,186,226,294,345,674,428,223,202,208,345,3538,,
,2.2,Deliveries conducted at Public Institutions (Including C-Sections),TOTAL,15603,16949,17744,21398,25196,24158,23563,20626,20272,20695,17938,16216,240358,,
,2.2.1,"Out of 2.2, Number discharged under 48 hours of delivery",TOTAL,13556,15216,14977,17750,20484,20756,19741,18213,15099,17436,15342,13765,202335,,
,2.2.2.a,Number of mothers paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,1643,1743,2062,3241,2872,3037,3106,2568,2819,2815,13255,5235,44396,,
,2.2.2.b,Number of ASHAs paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,87,202,375,703,549,671,465,397,466,551,402,609,5477,,
,2.2.2.c,Number of cases of deliveries conducted at Public Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,,,,,,2,0,61,42,647,86,37,875,,
,2.3,Deliveries conducted at Private Institutions (Including C-Sections),TOTAL,11906,12186,12829,16022,17044,16768,14641,13030,10868,10039,7046,6717,149096,,
,2.3.1.a,Number of mothers paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,246,231,261,337,202,449,365,236,203,116,68,396,3110,,
,2.3.1.b,Number of ASHAs paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,,,,,,,145,,,20,7,15,187,,
,2.3.1.c,Number of cases of deliveries conducted at accredited Private Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,,,,,,,,,,0,0,0,0,,
,3.1.1,Number of Caesarean (C-Section) deliveries performed at PHCs (Primary Health Centre),TOTAL,,,,,,0,72,20,11,14,113,39,269,,
,3.1.2,Number of Caesarean (C-Section) deliveries performed at CHCs (Community Health Centre),TOTAL,68,45,17,35,67,83,111,112,83,139,108,112,980,,
,3.1.3,Number of Caesarean (C-Section) deliveries performed at SDHs (Sub-divisional Hospital) or DHs (District Hospital),TOTAL,997,1071,1125,1269,1453,1472,1391,1328,1419,1866,1703,1657,16751,,
,3.1.4,Number of Caesarean (C-Section) deliveries performed at other State owned public institutions,TOTAL,315,245,248,441,570,442,342,294,308,,,,3205,,
,3.1.5,"Total Number of Caesarean (C-Section) deliveries performed at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 3.1.1 to 3.1.4)",TOTAL,1380,1361,1390,1745,2090,1997,1916,1754,1821,2019,1924,1808,21205,,
